"","X","Date.Rptd","DR.NO","DATE.OCC","TIME.OCC","AREA","AREA.NAME","RD","Crm.Cd","Crm.Cd.Desc","Status","Status.Desc","LOCATION","Cross.Street","Location.1","latlong","lat","long","DateGone","MonthGone","Shade","lat.1","long.1","Shade1"
"615",615,"04/02/2014",141708028,"04/02/2014",500,17,"Devonshire",1756,480,"BIKE - STOLEN","IC","Invest Cont","10000         ZELZAH                       AV","","(34.2522, -118.5234)","34.2522, -118.5234",34.2522,-118.5234,2014-04-02,"April","#8DD3C7",34.2522,-118.5234,"#A6CEE3"
"616",616,"04/03/2014",141708071,"04/02/2014",805,17,"Devonshire",1783,480,"BIKE - STOLEN","IC","Invest Cont","              NORDHOFF                     ST","   TAMPA                        AV","(34.2355, -118.552)","34.2355, -118.552",34.2355,-118.552,2014-04-02,"April","#8DD3C7",34.2355,-118.552,"#A6CEE3"
"617",617,"04/01/2014",140208636,"04/01/2014",2310,2,"Rampart",238,480,"BIKE - STOLEN","IC","Invest Cont","  100         GLENDALE                     BL","","(34.062, -118.2596)","34.062, -118.2596",34.062,-118.2596,2014-04-01,"April","#8DD3C7",34.062,-118.2596,"#A6CEE3"
"618",618,"04/02/2014",140208644,"04/01/2014",2030,2,"Rampart",218,480,"BIKE - STOLEN","IC","Invest Cont","  800         LAVETA                       TR","","(34.0713, -118.2575)","34.0713, -118.2575",34.0713,-118.2575,2014-04-01,"April","#8DD3C7",34.0713,-118.2575,"#A6CEE3"
"619",619,"03/31/2014",140609033,"03/31/2014",1200,6,"Hollywood",659,480,"BIKE - STOLEN","IC","Invest Cont"," 1300      N  HARVARD                      BL","","(34.0951, -118.3044)","34.0951, -118.3044",34.0951,-118.3044,2014-03-31,"March","#FCCDE5",34.0951,-118.3044,"#FF7F00"
"620",620,"03/31/2014",140609047,"03/31/2014",1000,6,"Hollywood",635,480,"BIKE - STOLEN","IC","Invest Cont"," 1900         WILCOX                       AV","","(34.1053, -118.331)","34.1053, -118.331",34.1053,-118.331,2014-03-31,"March","#FCCDE5",34.1053,-118.331,"#FF7F00"
"621",621,"04/01/2014",141108199,"03/31/2014",2000,11,"Northeast",1172,480,"BIKE - STOLEN","AO","Adult Other"," 1500         SILVER LAKE                  BL","","(34.0867, -118.2701)","34.0867, -118.2701",34.0867,-118.2701,2014-03-31,"March","#FCCDE5",34.0867,-118.2701,"#FF7F00"
"622",622,"03/30/2014",140309094,"03/30/2014",2130,3,"Southwest",358,480,"BIKE - STOLEN","IC","Invest Cont"," 3500         TROUSDALE                    PY","","(34.0218, -118.2843)","34.0218, -118.2843",34.0218,-118.2843,2014-03-30,"March","#FCCDE5",34.0218,-118.2843,"#FF7F00"
"623",623,"03/30/2014",140109747,"03/29/2014",1800,1,"Central",128,480,"BIKE - STOLEN","IC","Invest Cont","              1ST","   CENTRAL","(34.0492, -118.2391)","34.0492, -118.2391",34.0492,-118.2391,2014-03-29,"March","#FCCDE5",34.0492,-118.2391,"#FF7F00"
"624",624,"03/29/2014",141108038,"03/29/2014",100,11,"Northeast",1144,480,"BIKE - STOLEN","IC","Invest Cont"," 2400         MEADOW VALLEY                TR","","(34.1031, -118.2709)","34.1031, -118.2709",34.1031,-118.2709,2014-03-29,"March","#FCCDE5",34.1031,-118.2709,"#FF7F00"
"625",625,"03/29/2014",142008039,"03/29/2014",300,20,"Olympic",2033,480,"BIKE - STOLEN","IC","Invest Cont","  700      S  SERRANO                      AV","","(34.0597, -118.3066)","34.0597, -118.3066",34.0597,-118.3066,2014-03-29,"March","#FCCDE5",34.0597,-118.3066,"#FF7F00"
"626",626,"03/31/2014",140707338,"03/28/2014",1930,7,"Wilshire",743,480,"BIKE - STOLEN","IC","Invest Cont"," 1100      S  SIERRA BONITA                AV","","(34.0559, -118.3567)","34.0559, -118.3567",34.0559,-118.3567,2014-03-28,"March","#FCCDE5",34.0559,-118.3567,"#FF7F00"
"627",627,"03/28/2014",140908262,"03/28/2014",1100,9,"Van Nuys",938,480,"BIKE - STOLEN","JA","Juv Arrest"," 6300         NAGLE                        AV","","(34.1849, -118.4236)","34.1849, -118.4236",34.1849,-118.4236,2014-03-28,"March","#FCCDE5",34.1849,-118.4236,"#FF7F00"
"628",628,"03/29/2014",141209351,"03/28/2014",2000,12,"77th Street",1265,480,"BIKE - STOLEN","IC","Invest Cont"," 1000      W  79TH                         ST","","(33.9678, -118.2918)","33.9678, -118.2918",33.9678,-118.2918,2014-03-28,"March","#FCCDE5",33.9678,-118.2918,"#FF7F00"
"629",629,"04/01/2014",140109881,"03/27/2014",2200,1,"Central",153,480,"BIKE - STOLEN","IC","Invest Cont","              7TH","   BROADWAY","(33.9961, -118.4655)","33.9961, -118.4655",33.9961,-118.4655,2014-03-27,"March","#FCCDE5",33.9961,-118.4655,"#FF7F00"
"630",630,"03/29/2014",140707234,"03/27/2014",1100,7,"Wilshire",721,480,"BIKE - STOLEN","IC","Invest Cont","  100      S  LA CIENEGA                   BL","","(34.0761, -118.3766)","34.0761, -118.3766",34.0761,-118.3766,2014-03-27,"March","#FCCDE5",34.0761,-118.3766,"#FF7F00"
"631",631,"03/26/2014",140109513,"03/26/2014",230,1,"Central",163,480,"BIKE - STOLEN","IC","Invest Cont","  300      W  7TH                          ST","","(34.0452, -118.2534)","34.0452, -118.2534",34.0452,-118.2534,2014-03-26,"March","#FCCDE5",34.0452,-118.2534,"#FF7F00"
"632",632,"03/26/2014",140109536,"03/26/2014",700,1,"Central",153,480,"BIKE - STOLEN","IC","Invest Cont","              SPRING                       ST","   7TH                          ST","(34.0453, -118.2516)","34.0453, -118.2516",34.0453,-118.2516,2014-03-26,"March","#FCCDE5",34.0453,-118.2516,"#FF7F00"
"633",633,"03/27/2014",141209222,"03/26/2014",2130,12,"77th Street",1248,480,"BIKE - STOLEN","IC","Invest Cont","              VERMONT","   FLORENCE","(33.9746, -118.2916)","33.9746, -118.2916",33.9746,-118.2916,2014-03-26,"March","#FCCDE5",33.9746,-118.2916,"#FF7F00"
"634",634,"03/26/2014",141107908,"03/25/2014",1600,11,"Northeast",1145,480,"BIKE - STOLEN","AA","Adult Arrest"," 2600         LAKE VIEW                    TR","","(34.1039, -118.2559)","34.1039, -118.2559",34.1039,-118.2559,2014-03-25,"March","#FCCDE5",34.1039,-118.2559,"#FF7F00"
"635",635,"03/24/2014",140208172,"03/24/2014",200,2,"Rampart",212,480,"BIKE - STOLEN","IC","Invest Cont","  500      N  WESTMORELAND                 AV","","(34.0798, -118.288)","34.0798, -118.288",34.0798,-118.288,2014-03-24,"March","#FCCDE5",34.0798,-118.288,"#FF7F00"
"636",636,"03/24/2014",140308700,"03/24/2014",725,3,"Southwest",317,480,"BIKE - STOLEN","IC","Invest Cont"," 1400      W  24TH                         ST","","(34.0346, -118.2915)","34.0346, -118.2915",34.0346,-118.2915,2014-03-24,"March","#FCCDE5",34.0346,-118.2915,"#FF7F00"
"637",637,"03/26/2014",141107904,"03/24/2014",1200,11,"Northeast",1179,480,"BIKE - STOLEN","IC","Invest Cont","  100      W  AVENUE 44","","(34.0951, -118.208)","34.0951, -118.208",34.0951,-118.208,2014-03-24,"March","#FCCDE5",34.0951,-118.208,"#FF7F00"
"638",638,"03/30/2014",140109765,"03/23/2014",430,1,"Central",154,480,"BIKE - STOLEN","IC","Invest Cont","  500      S  MAIN                         ST","","(34.0467, -118.2485)","34.0467, -118.2485",34.0467,-118.2485,2014-03-23,"March","#FCCDE5",34.0467,-118.2485,"#FF7F00"
"639",639,"03/26/2014",140707134,"03/23/2014",1515,7,"Wilshire",724,480,"BIKE - STOLEN","IC","Invest Cont","  100         THE GROVE                    DR","","(34.0761, -118.3563)","34.0761, -118.3563",34.0761,-118.3563,2014-03-23,"March","#FCCDE5",34.0761,-118.3563,"#FF7F00"
"640",640,"03/22/2014",140208071,"03/22/2014",1230,2,"Rampart",251,480,"BIKE - STOLEN","IC","Invest Cont","              7TH                          ST","   HOOVER","(34.0596, -118.2838)","34.0596, -118.2838",34.0596,-118.2838,2014-03-22,"March","#FCCDE5",34.0596,-118.2838,"#FF7F00"
"641",641,"03/30/2014",141508513,"03/22/2014",1800,15,"N Hollywood",1563,480,"BIKE - STOLEN","IC","Invest Cont"," 4500         COLFAX                       AV","","(34.1522, -118.3877)","34.1522, -118.3877",34.1522,-118.3877,2014-03-22,"March","#FCCDE5",34.1522,-118.3877,"#FF7F00"
"642",642,"03/22/2014",140109293,"03/21/2014",200,1,"Central",101,480,"BIKE - STOLEN","IC","Invest Cont","  900         FIGUEROA                     TR","","(34.0663, -118.2441)","34.0663, -118.2441",34.0663,-118.2441,2014-03-21,"March","#FCCDE5",34.0663,-118.2441,"#FF7F00"
"643",643,"03/23/2014",140707032,"03/21/2014",2345,7,"Wilshire",717,480,"BIKE - STOLEN","IC","Invest Cont","  400      N  SYCAMORE                     AV","","(34.0783, -118.343)","34.0783, -118.343",34.0783,-118.343,2014-03-21,"March","#FCCDE5",34.0783,-118.343,"#FF7F00"
"644",644,"03/22/2014",141107686,"03/21/2014",1445,11,"Northeast",1181,480,"BIKE - STOLEN","IC","Invest Cont"," 1300         WATERLOO                     ST","","(34.0804, -118.2658)","34.0804, -118.2658",34.0804,-118.2658,2014-03-21,"March","#FCCDE5",34.0804,-118.2658,"#FF7F00"
"645",645,"03/24/2014",142007777,"03/21/2014",1,20,"Olympic",2046,480,"BIKE - STOLEN","IC","Invest Cont","  900      S  BERENDO                      ST","","(34.056, -118.2941)","34.056, -118.2941",34.056,-118.2941,2014-03-21,"March","#FCCDE5",34.056,-118.2941,"#FF7F00"
"646",646,"03/22/2014",141208892,"03/19/2014",1700,12,"77th Street",1283,480,"BIKE - STOLEN","IC","Invest Cont","10300      S  WESTERN                      AV","","(33.9432, -118.309)","33.9432, -118.309",33.9432,-118.309,2014-03-19,"March","#FCCDE5",33.9432,-118.309,"#FF7F00"
"647",647,"03/18/2014",141107513,"03/18/2014",1900,11,"Northeast",1184,480,"BIKE - STOLEN","IC","Invest Cont","              SUNSET","   ECHO PARK","(34.0772, -118.2584)","34.0772, -118.2584",34.0772,-118.2584,2014-03-18,"March","#FCCDE5",34.0772,-118.2584,"#FF7F00"
"648",648,"03/18/2014",141606763,"03/18/2014",2100,16,"Foothill",1643,480,"BIKE - STOLEN","IC","Invest Cont","              VAN NUYS","   SAN FERNANDO","(34.2661, -118.4221)","34.2661, -118.4221",34.2661,-118.4221,2014-03-18,"March","#FCCDE5",34.2661,-118.4221,"#FF7F00"
"649",649,"03/18/2014",142007541,"03/18/2014",1500,20,"Olympic",2024,480,"BIKE - STOLEN","IC","Invest Cont"," 3700         WILSHIRE                     BL","","(34.0617, -118.3066)","34.0617, -118.3066",34.0617,-118.3066,2014-03-18,"March","#FCCDE5",34.0617,-118.3066,"#FF7F00"
"650",650,"03/17/2014",140108966,"03/17/2014",915,1,"Central",153,480,"BIKE - STOLEN","IC","Invest Cont","  500      S  BROADWAY","","(34.0481, -118.2507)","34.0481, -118.2507",34.0481,-118.2507,2014-03-17,"March","#FCCDE5",34.0481,-118.2507,"#FF7F00"
"651",651,"03/17/2014",140300637,"03/17/2014",1310,3,"Southwest",358,480,"BIKE - STOLEN","AO","Adult Other","  600      W  34TH                         ST","","(34.0212, -118.2805)","34.0212, -118.2805",34.0212,-118.2805,2014-03-17,"March","#FCCDE5",34.0212,-118.2805,"#FF7F00"
"652",652,"03/18/2014",140706826,"03/17/2014",1353,7,"Wilshire",726,480,"BIKE - STOLEN","IC","Invest Cont"," 7100         BEVERLY                      BL","","(34.0762, -118.3441)","34.0762, -118.3441",34.0762,-118.3441,2014-03-17,"March","#FCCDE5",34.0762,-118.3441,"#FF7F00"
"653",653,"03/28/2014",141107984,"03/17/2014",2200,11,"Northeast",1163,480,"BIKE - STOLEN","IC","Invest Cont"," 4700         FOUNTAIN                     AV","","(34.0956, -118.2918)","34.0956, -118.2918",34.0956,-118.2918,2014-03-17,"March","#FCCDE5",34.0956,-118.2918,"#FF7F00"
"654",654,"03/17/2014",141707399,"03/17/2014",1740,17,"Devonshire",1785,480,"BIKE - STOLEN","IC","Invest Cont","              NORDHOFF                     ST","   RESEDA                       BL","(34.2355, -118.546)","34.2355, -118.546",34.2355,-118.546,2014-03-17,"March","#FCCDE5",34.2355,-118.546,"#FF7F00"
"655",655,"03/16/2014",140108901,"03/16/2014",100,1,"Central",131,480,"BIKE - STOLEN","IC","Invest Cont","              2ND","   FIGUEROA                     ST","(34.0566, -118.2531)","34.0566, -118.2531",34.0566,-118.2531,2014-03-16,"March","#FCCDE5",34.0566,-118.2531,"#FF7F00"
"656",656,"03/18/2014",140706848,"03/16/2014",1930,7,"Wilshire",733,480,"BIKE - STOLEN","IC","Invest Cont","              WILSHIRE","   FAIRFAX","(34.063, -118.3614)","34.063, -118.3614",34.063,-118.3614,2014-03-16,"March","#FCCDE5",34.063,-118.3614,"#FF7F00"
"657",657,"04/09/2014",141509093,"03/16/2014",2200,15,"N Hollywood",1557,480,"BIKE - STOLEN","IC","Invest Cont","10800         MAGNOLIA                     BL","","(34.1649, -118.3659)","34.1649, -118.3659",34.1649,-118.3659,2014-03-16,"March","#FCCDE5",34.1649,-118.3659,"#FF7F00"
"658",658,"03/17/2014",140706786,"03/15/2014",1300,7,"Wilshire",763,480,"BIKE - STOLEN","IC","Invest Cont"," 1400         SPAULDING                    AV","","(34.0507, -118.3625)","34.0507, -118.3625",34.0507,-118.3625,2014-03-15,"March","#FCCDE5",34.0507,-118.3625,"#FF7F00"
"659",659,"03/15/2014",141107373,"03/15/2014",1130,11,"Northeast",1146,480,"BIKE - STOLEN","IC","Invest Cont"," 2600         RICH                         ST","","(34.0971, -118.2437)","34.0971, -118.2437",34.0971,-118.2437,2014-03-15,"March","#FCCDE5",34.0971,-118.2437,"#FF7F00"
"660",660,"03/15/2014",141208471,"03/14/2014",1030,12,"77th Street",1213,480,"BIKE - STOLEN","IC","Invest Cont"," 5500      S  WESTERN                      AV","","(33.9924, -118.3089)","33.9924, -118.3089",33.9924,-118.3089,2014-03-14,"March","#FCCDE5",33.9924,-118.3089,"#FF7F00"
"661",661,"03/14/2014",142007325,"03/14/2014",1000,20,"Olympic",2093,480,"BIKE - STOLEN","IC","Invest Cont"," 2000      W  WASHINGTON                   BL","","(34.04, -118.3032)","34.04, -118.3032",34.04,-118.3032,2014-03-14,"March","#FCCDE5",34.04,-118.3032,"#FF7F00"
"662",662,"03/14/2014",140108827,"03/13/2014",2300,1,"Central",142,480,"BIKE - STOLEN","IC","Invest Cont","  400      S  HOPE                         ST","","(34.0522, -118.2538)","34.0522, -118.2538",34.0522,-118.2538,2014-03-13,"March","#FCCDE5",34.0522,-118.2538,"#FF7F00"
"663",663,"03/12/2014",140108769,"03/12/2014",1445,1,"Central",161,480,"BIKE - STOLEN","IC","Invest Cont","  700      S  FIGUEROA                     ST","","(34.0494, -118.2599)","34.0494, -118.2599",34.0494,-118.2599,2014-03-12,"March","#FCCDE5",34.0494,-118.2599,"#FF7F00"
"664",664,"03/13/2014",141107231,"03/12/2014",2000,11,"Northeast",1137,480,"BIKE - STOLEN","IC","Invest Cont","              MONTE VISTA                  ST","   AVENUE 52","(34.1075, -118.2031)","34.1075, -118.2031",34.1075,-118.2031,2014-03-12,"March","#FCCDE5",34.1075,-118.2031,"#FF7F00"
"665",665,"03/11/2014",140108621,"03/11/2014",540,1,"Central",158,480,"BIKE - STOLEN","IC","Invest Cont","  800      E  6TH                          ST","","(34.0408, -118.2428)","34.0408, -118.2428",34.0408,-118.2428,2014-03-11,"March","#FCCDE5",34.0408,-118.2428,"#FF7F00"
"666",666,"03/11/2014",140108732,"03/11/2014",2020,1,"Central",153,480,"BIKE - STOLEN","IC","Invest Cont","  500      S  BROADWAY","","(34.0481, -118.2507)","34.0481, -118.2507",34.0481,-118.2507,2014-03-11,"March","#FCCDE5",34.0481,-118.2507,"#FF7F00"
"667",667,"03/11/2014",141208222,"03/10/2014",1930,12,"77th Street",1265,480,"BIKE - STOLEN","IC","Invest Cont"," 1200      W  84TH                         PL","","(33.9618, -118.2959)","33.9618, -118.2959",33.9618,-118.2959,2014-03-10,"March","#FCCDE5",33.9618,-118.2959,"#FF7F00"
"668",668,"03/11/2014",142007160,"03/10/2014",2100,20,"Olympic",2021,480,"BIKE - STOLEN","IC","Invest Cont","  400      S  VAN NESS                     AV","","(34.0672, -118.3152)","34.0672, -118.3152",34.0672,-118.3152,2014-03-10,"March","#FCCDE5",34.0672,-118.3152,"#FF7F00"
"669",669,"03/11/2014",142007159,"03/09/2014",1,20,"Olympic",2026,480,"BIKE - STOLEN","IC","Invest Cont","  400      S  NEW HAMPSHIRE                AV","","(34.0674, -118.2929)","34.0674, -118.2929",34.0674,-118.2929,2014-03-09,"March","#FCCDE5",34.0674,-118.2929,"#FF7F00"
"670",670,"03/11/2014",140108639,"03/08/2014",1300,1,"Central",162,480,"BIKE - STOLEN","IC","Invest Cont","              8TH                          ST","   FIGUEROA","(34.0476, -118.2607)","34.0476, -118.2607",34.0476,-118.2607,2014-03-08,"March","#FCCDE5",34.0476,-118.2607,"#FF7F00"
"671",671,"03/11/2014",140207546,"03/08/2014",1930,2,"Rampart",201,480,"BIKE - STOLEN","AO","Adult Other","  900      N  MARIPOSA                     AV","","(34.0869, -118.299)","34.0869, -118.299",34.0869,-118.299,2014-03-08,"March","#FCCDE5",34.0869,-118.299,"#FF7F00"
"672",672,"03/09/2014",140607647,"03/08/2014",1430,6,"Hollywood",644,480,"BIKE - STOLEN","IC","Invest Cont","              SUNSET                       BL","   CAHUENGA                     BL","(34.0981, -118.3534)","34.0981, -118.3534",34.0981,-118.3534,2014-03-08,"March","#FCCDE5",34.0981,-118.3534,"#FF7F00"
"673",673,"03/08/2014",140108440,"03/07/2014",1530,1,"Central",139,480,"BIKE - STOLEN","IC","Invest Cont","  200      S  SANTA FE                     AV","","(34.0472, -118.2326)","34.0472, -118.2326",34.0472,-118.2326,2014-03-07,"March","#FCCDE5",34.0472,-118.2326,"#FF7F00"
"674",674,"03/19/2014",141208724,"03/07/2014",1600,12,"77th Street",1258,480,"BIKE - STOLEN","IC","Invest Cont","  100      W  FLORENCE                     AV","","(33.9747, -118.2739)","33.9747, -118.2739",33.9747,-118.2739,2014-03-07,"March","#FCCDE5",33.9747,-118.2739,"#FF7F00"
"675",675,"03/06/2014",140108330,"03/06/2014",1300,1,"Central",192,480,"BIKE - STOLEN","IC","Invest Cont","              GRAND","   WASHINGTON                   BL","(34.0327, -118.2683)","34.0327, -118.2683",34.0327,-118.2683,2014-03-06,"March","#FCCDE5",34.0327,-118.2683,"#FF7F00"
"676",676,"03/13/2014",140706661,"03/06/2014",800,7,"Wilshire",759,480,"BIKE - STOLEN","IC","Invest Cont"," 1100         CRENSHAW                     BL","","(34.0531, -118.3238)","34.0531, -118.3238",34.0531,-118.3238,2014-03-06,"March","#FCCDE5",34.0531,-118.3238,"#FF7F00"
"677",677,"03/06/2014",142006969,"03/06/2014",1000,20,"Olympic",2029,480,"BIKE - STOLEN","IC","Invest Cont"," 2800      W  6TH                          ST","","(34.0632, -118.2831)","34.0632, -118.2831",34.0632,-118.2831,2014-03-06,"March","#FCCDE5",34.0632,-118.2831,"#FF7F00"
"678",678,"03/06/2014",142006985,"03/06/2014",1820,20,"Olympic",2024,480,"BIKE - STOLEN","IC","Invest Cont"," 3700         WILSHIRE                     BL","","(34.0617, -118.3066)","34.0617, -118.3066",34.0617,-118.3066,2014-03-06,"March","#FCCDE5",34.0617,-118.3066,"#FF7F00"
"679",679,"03/05/2014",140108275,"03/05/2014",1615,1,"Central",127,480,"BIKE - STOLEN","IC","Invest Cont","              ALAMEDA","   TEMPLE","(34.0511, -118.2381)","34.0511, -118.2381",34.0511,-118.2381,2014-03-05,"March","#FCCDE5",34.0511,-118.2381,"#FF7F00"
"680",680,"03/06/2014",140108321,"03/05/2014",2230,1,"Central",162,480,"BIKE - STOLEN","IC","Invest Cont","  800      S  FLOWER                       ST","","(34.0473, -118.2601)","34.0473, -118.2601",34.0473,-118.2601,2014-03-05,"March","#FCCDE5",34.0473,-118.2601,"#FF7F00"
"681",681,"03/06/2014",140108324,"03/05/2014",2030,1,"Central",139,480,"BIKE - STOLEN","IC","Invest Cont","  900      E  3RD                          ST","","(34.0459, -118.2351)","34.0459, -118.2351",34.0459,-118.2351,2014-03-05,"March","#FCCDE5",34.0459,-118.2351,"#FF7F00"
"682",682,"03/05/2014",141106883,"03/04/2014",1630,11,"Northeast",1151,480,"BIKE - STOLEN","IC","Invest Cont"," 1600      N  EDGEMONT                     ST","","(34.1002, -118.2961)","34.1002, -118.2961",34.1002,-118.2961,2014-03-04,"March","#FCCDE5",34.1002,-118.2961,"#FF7F00"
"683",683,"03/04/2014",140207200,"03/03/2014",1800,2,"Rampart",251,480,"BIKE - STOLEN","IC","Invest Cont","  500      S  RAMPART                      BL","","(34.0636, -118.2805)","34.0636, -118.2805",34.0636,-118.2805,2014-03-03,"March","#FCCDE5",34.0636,-118.2805,"#FF7F00"
"684",684,"03/05/2014",140207221,"03/03/2014",1000,2,"Rampart",235,480,"BIKE - STOLEN","IC","Invest Cont","  200         ROSEMONT                     AV","","(34.0693, -118.2718)","34.0693, -118.2718",34.0693,-118.2718,2014-03-03,"March","#FCCDE5",34.0693,-118.2718,"#FF7F00"
"685",685,"03/05/2014",140207245,"03/03/2014",2200,2,"Rampart",233,480,"BIKE - STOLEN","IC","Invest Cont","              BEVERLY","   RAMPART","(34.0695, -118.2768)","34.0695, -118.2768",34.0695,-118.2768,2014-03-03,"March","#FCCDE5",34.0695,-118.2768,"#FF7F00"
"687",687,"03/04/2014",140607405,"03/03/2014",2030,6,"Hollywood",643,480,"BIKE - STOLEN","IC","Invest Cont"," 1500      N  FULLER                       AV","","(34.098, -118.349)","34.098, -118.349",34.098,-118.349,2014-03-03,"March","#FCCDE5",34.098,-118.349,"#FF7F00"
"688",688,"03/03/2014",140307401,"03/02/2014",1630,3,"Southwest",329,480,"BIKE - STOLEN","IC","Invest Cont","              28TH","   FIGUEROA","(34.0261, -118.2773)","34.0261, -118.2773",34.0261,-118.2773,2014-03-02,"March","#FCCDE5",34.0261,-118.2773,"#FF7F00"
"689",689,"03/03/2014",140307403,"03/02/2014",2000,3,"Southwest",393,480,"BIKE - STOLEN","IC","Invest Cont"," 4100         GARTHWAITE                   AV","","(34.0095, -118.3231)","34.0095, -118.3231",34.0095,-118.3231,2014-03-02,"March","#FCCDE5",34.0095,-118.3231,"#FF7F00"
"690",690,"03/30/2014",141607142,"03/02/2014",1800,16,"Foothill",1657,480,"BIKE - STOLEN","IC","Invest Cont","10000         PINEWOOD                     AV","","(34.2501, -118.2859)","34.2501, -118.2859",34.2501,-118.2859,2014-03-02,"March","#FCCDE5",34.2501,-118.2859,"#FF7F00"
"691",691,"03/13/2014",141107229,"03/01/2014",1200,11,"Northeast",1172,480,"BIKE - STOLEN","IC","Invest Cont"," 2200         NEUTRA                       PL","","(34.0959, -118.2612)","34.0959, -118.2612",34.0959,-118.2612,2014-03-01,"March","#FCCDE5",34.0959,-118.2612,"#FF7F00"
"692",692,"03/20/2014",141606762,"03/01/2014",1,16,"Foothill",1682,480,"BIKE - STOLEN","IC","Invest Cont","12100         ART                          ST","","(34.2296, -118.3964)","34.2296, -118.3964",34.2296,-118.3964,2014-03-01,"March","#FCCDE5",34.2296,-118.3964,"#FF7F00"
"693",693,"03/22/2014",141606868,"03/01/2014",1700,16,"Foothill",1633,480,"BIKE - STOLEN","IC","Invest Cont","11000         BORDEN                       AV","","(34.2697, -118.4017)","34.2697, -118.4017",34.2697,-118.4017,2014-03-01,"March","#FCCDE5",34.2697,-118.4017,"#FF7F00"
"694",694,"02/28/2014",140107977,"02/28/2014",1130,1,"Central",152,480,"BIKE - STOLEN","IC","Invest Cont","  500      S  FLOWER                       ST","","(34.0516, -118.2561)","34.0516, -118.2561",34.0516,-118.2561,2014-02-28,"February","#FB8072",34.0516,-118.2561,"#33A02C"
"695",695,"09/08/2014",141116255,"09/06/2014",200,11,"Northeast",1141,480,"BIKE - STOLEN","IC","Invest Cont"," 1800      N  NEW HAMPSHIRE                AV","","(34.1036, -118.2933)","34.1036, -118.2933",34.1036,-118.2933,2014-09-06,"September","#FFED6F",34.1036,-118.2933,"#B15928"
"696",696,"09/06/2014",141714734,"09/06/2014",1800,17,"Devonshire",1761,480,"BIKE - STOLEN","IC","Invest Cont"," 9700         OWENSMOUTH                   AV","","(34.2466, -118.6018)","34.2466, -118.6018",34.2466,-118.6018,2014-09-06,"September","#FFED6F",34.2466,-118.6018,"#B15928"
"697",697,"09/05/2014",140120711,"09/05/2014",1100,1,"Central",185,480,"BIKE - STOLEN","IC","Invest Cont","              11TH                         ST","   BROADWAY","(34.04, -118.2596)","34.04, -118.2596",34.04,-118.2596,2014-09-05,"September","#FFED6F",34.04,-118.2596,"#B15928"
"698",698,"09/04/2014",140413767,"09/04/2014",1800,4,"Hollenbeck",464,480,"BIKE - STOLEN","IC","Invest Cont","              1ST                          ST","   CHICAGO","(34.0447, -118.2131)","34.0447, -118.2131",34.0447,-118.2131,2014-09-04,"September","#FFED6F",34.0447,-118.2131,"#B15928"
"699",699,"09/04/2014",140618484,"09/04/2014",1620,6,"Hollywood",643,480,"BIKE - STOLEN","IC","Invest Cont"," 7100      W  SUNSET                       BL","","(34.098, -118.3441)","34.098, -118.3441",34.098,-118.3441,2014-09-04,"September","#FFED6F",34.098,-118.3441,"#B15928"
"700",700,"09/02/2014",140413680,"09/02/2014",1505,4,"Hollenbeck",464,480,"BIKE - STOLEN","IC","Invest Cont","              1ST                          ST","   CHICAGO                      ST","(34.0447, -118.2131)","34.0447, -118.2131",34.0447,-118.2131,2014-09-02,"September","#FFED6F",34.0447,-118.2131,"#B15928"
"701",701,"09/02/2014",140413681,"09/02/2014",200,4,"Hollenbeck",478,480,"BIKE - STOLEN","IC","Invest Cont","  900      S  CONCORD                      ST","","(34.0281, -118.2032)","34.0281, -118.2032",34.0281,-118.2032,2014-09-02,"September","#FFED6F",34.0281,-118.2032,"#B15928"
"702",702,"09/02/2014",140413683,"09/02/2014",830,4,"Hollenbeck",443,480,"BIKE - STOLEN","IC","Invest Cont"," 2000         ZONAL                        AV","","(34.0597, -118.2054)","34.0597, -118.2054",34.0597,-118.2054,2014-09-02,"September","#FFED6F",34.0597,-118.2054,"#B15928"
"703",703,"09/02/2014",140713440,"09/02/2014",800,7,"Wilshire",732,480,"BIKE - STOLEN","IC","Invest Cont"," 6300         ORANGE                       ST","","(34.0645, -118.3651)","34.0645, -118.3651",34.0645,-118.3651,2014-09-02,"September","#FFED6F",34.0645,-118.3651,"#B15928"
"704",704,"09/02/2014",141613172,"09/02/2014",1330,16,"Foothill",1656,480,"BIKE - STOLEN","IC","Invest Cont","10200         SCOVILLE                     AV","","(34.2543, -118.314)","34.2543, -118.314",34.2543,-118.314,2014-09-02,"September","#FFED6F",34.2543,-118.314,"#B15928"
"705",705,"09/01/2014",140120442,"09/01/2014",1500,1,"Central",171,480,"BIKE - STOLEN","IC","Invest Cont","              JAMES M WOOD","   FIGUEROA","(34.0462, -118.2628)","34.0462, -118.2628",34.0462,-118.2628,2014-09-01,"September","#FFED6F",34.0462,-118.2628,"#B15928"
"706",706,"09/01/2014",140318855,"09/01/2014",1600,3,"Southwest",358,480,"BIKE - STOLEN","IC","Invest Cont"," 1000      W  34TH                         ST","","(34.0243, -118.2876)","34.0243, -118.2876",34.0243,-118.2876,2014-09-01,"September","#FFED6F",34.0243,-118.2876,"#B15928"
