"","X","Date.Rptd","DR.NO","DATE.OCC","TIME.OCC","AREA","AREA.NAME","RD","Crm.Cd","Crm.Cd.Desc","Status","Status.Desc","LOCATION","Cross.Street","Location.1","latlong","lat","long","DateGone","MonthGone","Shade","lat.1","long.1","Shade1"
"707",707,"09/01/2014",140618331,"09/01/2014",900,6,"Hollywood",647,480,"BIKE - STOLEN","IC","Invest Cont"," 6000      W  SUNSET                       BL","","(34.0981, -118.3201)","34.0981, -118.3201",34.0981,-118.3201,2014-09-01,"September","#FFED6F",34.0981,-118.3201,"#B15928"
"708",708,"09/01/2014",140120429,"08/31/2014",2130,1,"Central",162,480,"BIKE - STOLEN","IC","Invest Cont","              7TH                          ST","   HOPE                         ST","(34.0493, -118.2596)","34.0493, -118.2596",34.0493,-118.2596,2014-08-31,"August","#FFFFB3",34.0493,-118.2596,"#1F78B4"
"709",709,"08/31/2014",140318811,"08/31/2014",800,3,"Southwest",392,480,"BIKE - STOLEN","IC","Invest Cont"," 4800         CRENSHAW                     BL","","(34.0, -118.3308)","34.0, -118.3308",34,-118.3308,2014-08-31,"August","#FFFFB3",34,-118.3308,"#1F78B4"
"710",710,"08/31/2014",140413590,"08/31/2014",1600,4,"Hollenbeck",499,480,"BIKE - STOLEN","IC","Invest Cont"," 1100         CALADA                       ST","","(34.0211, -118.1966)","34.0211, -118.1966",34.0211,-118.1966,2014-08-31,"August","#FFFFB3",34.0211,-118.1966,"#1F78B4"
"711",711,"09/06/2014",141116167,"08/31/2014",1035,11,"Northeast",1123,480,"BIKE - STOLEN","IC","Invest Cont"," 3100         GLENDALE                     BL","","(34.1162, -118.2627)","34.1162, -118.2627",34.1162,-118.2627,2014-08-31,"August","#FFFFB3",34.1162,-118.2627,"#1F78B4"
"712",712,"08/31/2014",142015618,"08/31/2014",1118,20,"Olympic",2038,480,"BIKE - STOLEN","IC","Invest Cont"," 3100         WILSHIRE                     BL","","(34.0618, -118.2891)","34.0618, -118.2891",34.0618,-118.2891,2014-08-31,"August","#FFFFB3",34.0618,-118.2891,"#1F78B4"
"713",713,"08/30/2014",140120238,"08/30/2014",1200,1,"Central",159,480,"BIKE - STOLEN","IC","Invest Cont","  500      S  ALAMEDA                      ST","","(34.0414, -118.2382)","34.0414, -118.2382",34.0414,-118.2382,2014-08-30,"August","#FFFFB3",34.0414,-118.2382,"#1F78B4"
"714",714,"08/31/2014",140413586,"08/30/2014",2000,4,"Hollenbeck",455,480,"BIKE - STOLEN","IC","Invest Cont","  500         BRITTANIA                    ST","","(34.0493, -118.2133)","34.0493, -118.2133",34.0493,-118.2133,2014-08-30,"August","#FFFFB3",34.0493,-118.2133,"#1F78B4"
"715",715,"09/07/2014",141116239,"08/30/2014",1900,11,"Northeast",1142,480,"BIKE - STOLEN","IC","Invest Cont"," 4500         AVOCADO                      ST","","(34.1108, -118.2874)","34.1108, -118.2874",34.1108,-118.2874,2014-08-30,"August","#FFFFB3",34.1108,-118.2874,"#1F78B4"
"716",716,"09/01/2014",142015673,"08/30/2014",2300,20,"Olympic",2031,480,"BIKE - STOLEN","IC","Invest Cont","  700      S  MANHATTAN                    PL","","(34.0597, -118.3101)","34.0597, -118.3101",34.0597,-118.3101,2014-08-30,"August","#FFFFB3",34.0597,-118.3101,"#1F78B4"
"717",717,"08/29/2014",140217055,"09/05/2014",800,2,"Rampart",203,480,"BIKE - STOLEN","              MELROSE","IC","Invest Cont","   ARDMORE","(34.0836, -118.3017)","34.0836, -118.3017",34.0836,-118.3017,2014-09-05,"September","#FFED6F",34.0836,-118.3017,"#B15928"
"718",718,"09/02/2014",140618367,"08/29/2014",2100,6,"Hollywood",622,480,"BIKE - STOLEN","IC","Invest Cont"," 7200         HILLSIDE                     AV","","(34.1046, -118.3461)","34.1046, -118.3461",34.1046,-118.3461,2014-08-29,"August","#FFFFB3",34.1046,-118.3461,"#1F78B4"
"719",719,"09/03/2014",140120578,"08/28/2014",2200,1,"Central",182,480,"BIKE - STOLEN","IC","Invest Cont"," 1100      S  HOPE                         ST","","(34.0423, -118.2631)","34.0423, -118.2631",34.0423,-118.2631,2014-08-28,"August","#FFFFB3",34.0423,-118.2631,"#1F78B4"
"720",720,"08/29/2014",141115792,"08/28/2014",1815,11,"Northeast",1138,480,"BIKE - STOLEN","IC","Invest Cont"," 6100      N  FIGUEROA                     ST","","(34.1119, -118.1882)","34.1119, -118.1882",34.1119,-118.1882,2014-08-28,"August","#FFFFB3",34.1119,-118.1882,"#1F78B4"
"721",721,"08/28/2014",140514033,"08/27/2014",2000,5,"Harbor",551,480,"BIKE - STOLEN","IC","Invest Cont","  300      N  GOODHOPE                     AV","","(33.7456, -118.3161)","33.7456, -118.3161",33.7456,-118.3161,2014-08-27,"August","#FFFFB3",33.7456,-118.3161,"#1F78B4"
"722",722,"08/27/2014",141115725,"08/27/2014",1300,11,"Northeast",1145,480,"BIKE - STOLEN","IC","Invest Cont","              FLETCHER","   GLENDALE","(34.1049, -118.2592)","34.1049, -118.2592",34.1049,-118.2592,2014-08-27,"August","#FFFFB3",34.1049,-118.2592,"#1F78B4"
"723",723,"08/28/2014",141115739,"08/27/2014",1430,11,"Northeast",1132,480,"BIKE - STOLEN","IC","Invest Cont"," 3900         LOS FELIZ                    BL","","(34.1139, -118.277)","34.1139, -118.277",34.1139,-118.277,2014-08-27,"August","#FFFFB3",34.1139,-118.277,"#1F78B4"
"724",724,"08/28/2014",141115740,"08/27/2014",2000,11,"Northeast",1116,480,"BIKE - STOLEN","IC","Invest Cont","  800      N  AVENUE 50","","(34.1131, -118.2079)","34.1131, -118.2079",34.1131,-118.2079,2014-08-27,"August","#FFFFB3",34.1131,-118.2079,"#1F78B4"
"725",725,"09/03/2014",141116053,"08/27/2014",1900,11,"Northeast",1149,480,"BIKE - STOLEN","IC","Invest Cont","  100      S  AVENUE 53","","(34.1068, -118.1984)","34.1068, -118.1984",34.1068,-118.1984,2014-08-27,"August","#FFFFB3",34.1068,-118.1984,"#1F78B4"
"726",726,"08/27/2014",140119947,"08/26/2014",2100,1,"Central",138,480,"BIKE - STOLEN","IC","Invest Cont","  400      E  2ND                          ST","","(34.0477, -118.2393)","34.0477, -118.2393",34.0477,-118.2393,2014-08-26,"August","#FFFFB3",34.0477,-118.2393,"#1F78B4"
"727",727,"08/26/2014",141014117,"08/26/2014",1325,10,"West Valley",1039,480,"BIKE - STOLEN","IC","Invest Cont","16000         VANOWEN                      ST","","(34.1939, -118.4815)","34.1939, -118.4815",34.1939,-118.4815,2014-08-26,"August","#FFFFB3",34.1939,-118.4815,"#1F78B4"
"728",728,"08/27/2014",141115702,"08/26/2014",1500,11,"Northeast",1142,480,"BIKE - STOLEN","IC","Invest Cont"," 4500         FINLEY                       AV","","(34.1077, -118.2874)","34.1077, -118.2874",34.1077,-118.2874,2014-08-26,"August","#FFFFB3",34.1077,-118.2874,"#1F78B4"
"729",729,"08/27/2014",141115703,"08/26/2014",700,11,"Northeast",1177,480,"BIKE - STOLEN","IC","Invest Cont"," 2000      N  FIGUEROA                     ST","","(34.0814, -118.2257)","34.0814, -118.2257",34.0814,-118.2257,2014-08-26,"August","#FFFFB3",34.0814,-118.2257,"#1F78B4"
"730",730,"08/29/2014",141115814,"08/26/2014",1800,11,"Northeast",1132,480,"BIKE - STOLEN","IC","Invest Cont"," 3100         RIVERSIDE                    DR","","(34.1128, -118.2679)","34.1128, -118.2679",34.1128,-118.2679,2014-08-26,"August","#FFFFB3",34.1128,-118.2679,"#1F78B4"
"731",731,"08/29/2014",142015567,"08/26/2014",2100,20,"Olympic",2001,480,"BIKE - STOLEN","IC","Invest Cont"," 4800         BEVERLY                      BL","","(34.0763, -118.3135)","34.0763, -118.3135",34.0763,-118.3135,2014-08-26,"August","#FFFFB3",34.0763,-118.3135,"#1F78B4"
"732",732,"08/25/2014",141014080,"08/25/2014",730,10,"West Valley",1027,480,"BIKE - STOLEN","IC","Invest Cont","16900         VOSE                         ST","","(34.1987, -118.5014)","34.1987, -118.5014",34.1987,-118.5014,2014-08-25,"August","#FFFFB3",34.1987,-118.5014,"#1F78B4"
"733",733,"09/05/2014",141116101,"08/25/2014",800,11,"Northeast",1132,480,"BIKE - STOLEN","IC","Invest Cont"," 3900         LOS FELIZ                    BL","","(34.1139, -118.277)","34.1139, -118.277",34.1139,-118.277,2014-08-25,"August","#FFFFB3",34.1139,-118.277,"#1F78B4"
"734",734,"08/25/2014",141516112,"08/25/2014",1730,15,"N Hollywood",1591,480,"BIKE - STOLEN","IC","Invest Cont","12500         VENTURA                      BL","","(34.1427, -118.4052)","34.1427, -118.4052",34.1427,-118.4052,2014-08-25,"August","#FFFFB3",34.1427,-118.4052,"#1F78B4"
"735",735,"08/29/2014",140413547,"08/24/2014",1900,4,"Hollenbeck",424,480,"BIKE - STOLEN","IC","Invest Cont"," 3400         MANITOU                      AV","","(34.072, -118.2052)","34.072, -118.2052",34.072,-118.2052,2014-08-24,"August","#FFFFB3",34.072,-118.2052,"#1F78B4"
"736",736,"08/28/2014",140120091,"08/23/2014",1200,1,"Central",182,480,"BIKE - STOLEN","IC","Invest Cont","  500      W  OLYMPIC                      BL","","(34.043, -118.2606)","34.043, -118.2606",34.043,-118.2606,2014-08-23,"August","#FFFFB3",34.043,-118.2606,"#1F78B4"
"737",737,"08/26/2014",142015416,"08/23/2014",1200,20,"Olympic",2044,480,"BIKE - STOLEN","IC","Invest Cont","  900         IROLO                        ST","","(34.0559, -118.3009)","34.0559, -118.3009",34.0559,-118.3009,2014-08-23,"August","#FFFFB3",34.0559,-118.3009,"#1F78B4"
"738",738,"09/05/2014",140618539,"08/21/2014",600,6,"Hollywood",627,480,"BIKE - STOLEN","IC","Invest Cont"," 2500      N  BEACHWOOD                    DR","","(34.1156, -118.3215)","34.1156, -118.3215",34.1156,-118.3215,2014-08-21,"August","#FFFFB3",34.1156,-118.3215,"#1F78B4"
"739",739,"09/04/2014",141014494,"08/20/2014",1200,10,"West Valley",1004,480,"BIKE - STOLEN","IC","Invest Cont","18300         ROSCOE                       BL","","(34.2208, -118.5317)","34.2208, -118.5317",34.2208,-118.5317,2014-08-20,"August","#FFFFB3",34.2208,-118.5317,"#1F78B4"
"740",740,"08/27/2014",140915275,"08/15/2014",1900,9,"Van Nuys",939,480,"BIKE - STOLEN","IC","Invest Cont","13000         OXNARD                       ST","","(34.1794, -118.4162)","34.1794, -118.4162",34.1794,-118.4162,2014-08-15,"August","#FFFFB3",34.1794,-118.4162,"#1F78B4"
"741",741,"08/26/2014",140318449,"08/12/2014",800,3,"Southwest",395,480,"BIKE - STOLEN","IC","Invest Cont"," 1700      W  MARTIN LUTHER KING JR        BL","","(34.0109, -118.3089)","34.0109, -118.3089",34.0109,-118.3089,2014-08-12,"August","#FFFFB3",34.0109,-118.3089,"#1F78B4"
"742",742,"09/07/2014",140618677,"08/08/2014",925,6,"Hollywood",676,480,"BIKE - STOLEN","IC","Invest Cont","  700      N  GOWER                        ST","","(34.0835, -118.3223)","34.0835, -118.3223",34.0835,-118.3223,2014-08-08,"August","#FFFFB3",34.0835,-118.3223,"#1F78B4"
"743",743,"08/27/2014",141014149,"08/04/2014",1200,10,"West Valley",1099,480,"BIKE - STOLEN","IC","Invest Cont"," 3600         ROYAL WOODS                  DR","","(34.1359, -118.4734)","34.1359, -118.4734",34.1359,-118.4734,2014-08-04,"August","#FFFFB3",34.1359,-118.4734,"#1F78B4"
"744",744,"08/26/2014",140318448,"08/03/2014",800,3,"Southwest",396,480,"BIKE - STOLEN","IC","Invest Cont","  800      W  40TH                         PL","","(34.0101, -118.2872)","34.0101, -118.2872",34.0101,-118.2872,2014-08-03,"August","#FFFFB3",34.0101,-118.2872,"#1F78B4"
"745",745,"08/27/2014",140713237,"07/27/2014",1800,7,"Wilshire",745,480,"BIKE - STOLEN","IC","Invest Cont"," 5500         WILSHIRE                     BL","","(34.0623, -118.3483)","34.0623, -118.3483",34.0623,-118.3483,2014-07-27,"July","#FDB462",34.0623,-118.3483,"#E31A1C"
"746",746,"08/26/2014",140413387,"07/15/2014",1200,4,"Hollenbeck",412,480,"BIKE - STOLEN","IC","Invest Cont","  300      W  AVENUE 26","","(34.0798, -118.2184)","34.0798, -118.2184",34.0798,-118.2184,2014-07-15,"July","#FDB462",34.0798,-118.2184,"#E31A1C"
"747",747,"12/31/2014",140128209,"12/30/2014",2200,1,"Central",158,480,"BIKE - STOLEN","IC","Invest Cont","  900      E  6TH                          ST","","(34.0398, -118.2413)","34.0398, -118.2413",34.0398,-118.2413,2014-12-30,"December","#BEBADA",34.0398,-118.2413,"#B2DF8A"
"748",748,"12/31/2014",151504005,"12/28/2014",1300,15,"N Hollywood",1595,480,"BIKE - STOLEN","IC","Invest Cont","11900         SUNSHINE                     TR","","(34.1382, -118.3905)","34.1382, -118.3905",34.1382,-118.3905,2014-12-28,"December","#BEBADA",34.1382,-118.3905,"#B2DF8A"
"749",749,"12/30/2014",140418479,"12/29/2014",1715,4,"Hollenbeck",457,480,"BIKE - STOLEN","IC","Invest Cont","              CESAR E CHAVEZ               AV","   MOTT","(34.0465, -118.2072)","34.0465, -118.2072",34.0465,-118.2072,2014-12-29,"December","#BEBADA",34.0465,-118.2072,"#B2DF8A"
"750",750,"12/30/2014",140519180,"12/29/2014",1915,5,"Harbor",565,480,"BIKE - STOLEN","IC","Invest Cont","  500      W  9TH                          ST","","(33.7361, -118.2879)","33.7361, -118.2879",33.7361,-118.2879,2014-12-29,"December","#BEBADA",33.7361,-118.2879,"#B2DF8A"
"751",751,"12/30/2014",140624849,"12/29/2014",830,6,"Hollywood",643,480,"BIKE - STOLEN","IC","Invest Cont"," 1600      N  FORMOSA                      AV","","(34.0998, -118.3468)","34.0998, -118.3468",34.0998,-118.3468,2014-12-29,"December","#BEBADA",34.0998,-118.3468,"#B2DF8A"
"752",752,"12/30/2014",140718029,"12/27/2014",200,7,"Wilshire",765,480,"BIKE - STOLEN","IC","Invest Cont"," 1300      S  HIGHLAND                     AV","","(34.0496, -118.3428)","34.0496, -118.3428",34.0496,-118.3428,2014-12-27,"December","#BEBADA",34.0496,-118.3428,"#B2DF8A"
"753",753,"12/29/2014",140128019,"12/28/2014",1400,1,"Central",152,480,"BIKE - STOLEN","IC","Invest Cont","  500      S  FLOWER                       ST","","(34.0516, -118.2561)","34.0516, -118.2561",34.0516,-118.2561,2014-12-28,"December","#BEBADA",34.0516,-118.2561,"#B2DF8A"
"754",754,"12/29/2014",140519162,"12/29/2014",2340,5,"Harbor",532,480,"BIKE - STOLEN","IC","Invest Cont","              WILMINGTON                   BL","   PACIFIC COAST                HY","(33.7901, -118.275)","33.7901, -118.275",33.7901,-118.275,2014-12-29,"December","#BEBADA",33.7901,-118.275,"#B2DF8A"
"755",755,"12/29/2014",140717991,"12/28/2014",2300,7,"Wilshire",767,480,"BIKE - STOLEN","IC","Invest Cont"," 1400         12TH                         AV","","(34.0464, -118.3251)","34.0464, -118.3251",34.0464,-118.3251,2014-12-28,"December","#BEBADA",34.0464,-118.3251,"#B2DF8A"
"756",756,"12/29/2014",141121658,"12/21/2014",1800,11,"Northeast",1176,480,"BIKE - STOLEN","IC","Invest Cont"," 1500         BLAKE                        AV","","(34.0923, -118.2378)","34.0923, -118.2378",34.0923,-118.2378,2014-12-21,"December","#BEBADA",34.0923,-118.2378,"#B2DF8A"
"757",757,"12/29/2014",142021516,"12/26/2014",800,20,"Olympic",2026,480,"BIKE - STOLEN","IC","Invest Cont","  300      S  BERENDO                      ST","","(34.0691, -118.2941)","34.0691, -118.2941",34.0691,-118.2941,2014-12-26,"December","#BEBADA",34.0691,-118.2941,"#B2DF8A"
"758",758,"12/29/2014",142021527,"12/29/2014",1100,20,"Olympic",2079,480,"BIKE - STOLEN","IC","Invest Cont","              VENICE                       BL","   HOOVER                       ST","(34.0443, -118.291)","34.0443, -118.291",34.0443,-118.291,2014-12-29,"December","#BEBADA",34.0443,-118.291,"#B2DF8A"
"759",759,"12/28/2014",141121606,"12/24/2014",800,11,"Northeast",1135,480,"BIKE - STOLEN","IC","Invest Cont"," 3400         DIVISION                     ST","","(34.105, -118.2283)","34.105, -118.2283",34.105,-118.2283,2014-12-24,"December","#BEBADA",34.105,-118.2283,"#B2DF8A"
"760",760,"12/27/2014",140127910,"12/26/2014",1945,1,"Central",152,480,"BIKE - STOLEN","IC","Invest Cont","  500      W  6TH                          ST","","(34.0481, -118.2542)","34.0481, -118.2542",34.0481,-118.2542,2014-12-26,"December","#BEBADA",34.0481,-118.2542,"#B2DF8A"
"761",761,"12/27/2014",140127911,"12/26/2014",2100,1,"Central",165,480,"BIKE - STOLEN","IC","Invest Cont","              6TH                          ST","   SAN PEDRO                    ST","(34.0443, -118.2485)","34.0443, -118.2485",34.0443,-118.2485,2014-12-26,"December","#BEBADA",34.0443,-118.2485,"#B2DF8A"
"762",762,"12/27/2014",140222836,"12/26/2014",1100,2,"Rampart",235,480,"BIKE - STOLEN","IC","Invest Cont","              BEVERLY                      BL","   ALVARADO                     ST","(34.0691, -118.2759)","34.0691, -118.2759",34.0691,-118.2759,2014-12-26,"December","#BEBADA",34.0691,-118.2759,"#B2DF8A"
"763",763,"12/27/2014",140624749,"12/25/2014",1200,6,"Hollywood",666,480,"BIKE - STOLEN","IC","Invest Cont"," 6400      W  SUNSET                       BL","","(34.098, -118.3287)","34.098, -118.3287",34.098,-118.3287,2014-12-25,"December","#BEBADA",34.098,-118.3287,"#B2DF8A"
"764",764,"02/05/2014",140106399,"12/28/2013",1100,1,"Central",138,480,"BIKE - STOLEN","IC","Invest Cont","  200      S  SAN PEDRO                    ST","","(34.0493, -118.2418)","34.0493, -118.2418",34.0493,-118.2418,2013-12-28,"December","#BEBADA",34.0493,-118.2418,"#B2DF8A"
"765",765,"12/27/2014",141522638,"12/26/2014",1658,15,"N Hollywood",1559,480,"BIKE - STOLEN","IC","Invest Cont","10100         CAMARILLO                    PL","","(34.1577, -118.3515)","34.1577, -118.3515",34.1577,-118.3515,2014-12-26,"December","#BEBADA",34.1577,-118.3515,"#B2DF8A"
"766",766,"12/26/2014",140127886,"12/26/2014",1410,1,"Central",144,480,"BIKE - STOLEN","IC","Invest Cont","  400      S  SPRING                       ST","","(34.0488, -118.2483)","34.0488, -118.2483",34.0488,-118.2483,2014-12-26,"December","#BEBADA",34.0488,-118.2483,"#B2DF8A"
"767",767,"12/26/2014",140624714,"12/26/2014",1150,6,"Hollywood",639,480,"BIKE - STOLEN","IC","Invest Cont"," 5400         HOLLYWOOD                    BL","","(34.1018, -118.3071)","34.1018, -118.3071",34.1018,-118.3071,2014-12-26,"December","#BEBADA",34.1018,-118.3071,"#B2DF8A"
"768",768,"12/26/2014",140717879,"12/25/2014",1200,7,"Wilshire",736,480,"BIKE - STOLEN","IC","Invest Cont","  400      S  CLOVERDALE                   AV","","(34.0669, -118.3462)","34.0669, -118.3462",34.0669,-118.3462,2014-12-25,"December","#BEBADA",34.0669,-118.3462,"#B2DF8A"
"769",769,"12/26/2014",141019098,"12/24/2014",800,10,"West Valley",1023,480,"BIKE - STOLEN","IC","Invest Cont"," 6600         VANALDEN                     AV","","(34.1902, -118.5491)","34.1902, -118.5491",34.1902,-118.5491,2014-12-24,"December","#BEBADA",34.1902,-118.5491,"#B2DF8A"
"770",770,"12/25/2014",140717851,"12/23/2014",1745,7,"Wilshire",722,480,"BIKE - STOLEN","IC","Invest Cont","  100      N  LA CIENEGA                   BL","","(34.0761, -118.3766)","34.0761, -118.3766",34.0761,-118.3766,2014-12-23,"December","#BEBADA",34.0761,-118.3766,"#B2DF8A"
"771",771,"12/24/2014",140222727,"12/23/2014",1500,2,"Rampart",265,480,"BIKE - STOLEN","IC","Invest Cont","  800      S  WESTLAKE                     AV","","(34.0544, -118.2767)","34.0544, -118.2767",34.0544,-118.2767,2014-12-23,"December","#BEBADA",34.0544,-118.2767,"#B2DF8A"
"772",772,"12/24/2014",140418305,"12/24/2014",1020,4,"Hollenbeck",466,480,"BIKE - STOLEN","IC","Invest Cont","              1ST                          ST","   MOTT","(34.0435, -118.2092)","34.0435, -118.2092",34.0435,-118.2092,2014-12-24,"December","#BEBADA",34.0435,-118.2092,"#B2DF8A"
"773",773,"12/23/2014",140127769,"12/23/2014",1500,1,"Central",162,480,"BIKE - STOLEN","IC","Invest Cont","              8TH","   FIGUEROA                     ST","(34.0468, -118.2622)","34.0468, -118.2622",34.0468,-118.2622,2014-12-23,"December","#BEBADA",34.0468,-118.2622,"#B2DF8A"
"774",774,"12/23/2014",140418249,"12/23/2014",5,4,"Hollenbeck",473,480,"BIKE - STOLEN","IC","Invest Cont","  500      S  BREED                        ST","","(34.0396, -118.214)","34.0396, -118.214",34.0396,-118.214,2014-12-23,"December","#BEBADA",34.0396,-118.214,"#B2DF8A"
"775",775,"12/23/2014",141522469,"12/23/2014",800,15,"N Hollywood",1527,480,"BIKE - STOLEN","IC","Invest Cont","11000         DEBBY                        ST","","(34.184, -118.3738)","34.184, -118.3738",34.184,-118.3738,2014-12-23,"December","#BEBADA",34.184,-118.3738,"#B2DF8A"
"776",776,"12/22/2014",140127702,"12/22/2014",645,1,"Central",142,480,"BIKE - STOLEN","IC","Invest Cont","  300      S  HOPE                         ST","","(34.0537, -118.2523)","34.0537, -118.2523",34.0537,-118.2523,2014-12-22,"December","#BEBADA",34.0537,-118.2523,"#B2DF8A"
"777",777,"12/22/2014",140624553,"12/22/2014",1530,6,"Hollywood",645,480,"BIKE - STOLEN","IC","Invest Cont"," 7000         HOLLYWOOD                    BL","","(34.1016, -118.3417)","34.1016, -118.3417",34.1016,-118.3417,2014-12-22,"December","#BEBADA",34.1016,-118.3417,"#B2DF8A"
