"","indegree","outdegree","eigen","isgg","mengg","decgg","ggtot","broadgg"
"916",2,2,0,0,1,0,1,TRUE
"917",2,1,1.39527749332043e-18,1,0,0,1,TRUE
"918",4,3,0.133524579678155,1,0,0,1,TRUE
"919",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"920",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"921",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"922",1,1,9.52300457004789e-19,0,0,0,0,FALSE
"923",1,1,1.2148728210666e-18,0,0,0,0,FALSE
"924",3,3,0.0358408585143355,1,0,0,1,TRUE
"925",1,1,7.88431918002678e-19,0,0,0,0,FALSE
"926",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"927",3,1,3.43219211147623e-18,0,0,0,0,FALSE
"928",0,12,4.76217882540983e-19,0,1,0,1,TRUE
"929",2,7,0.0527496413004439,0,0,0,0,FALSE
"930",3,6,0.0179727339665284,0,0,0,0,FALSE
"931",0,16,4.76217882540983e-19,0,0,0,0,FALSE
"932",2,3,0.0672987126263696,1,0,0,1,TRUE
"933",4,5,0.0839889578752518,0,1,0,1,TRUE
"934",3,3,0.0734278733638008,0,0,0,0,FALSE
"935",0,9,4.76217882540983e-19,0,0,1,1,TRUE
"936",1,7,1.30754366341765e-18,1,0,0,1,TRUE
"937",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"938",5,10,0.117305963192612,1,0,0,1,TRUE
"939",3,3,0.0714415835894389,0,0,0,0,FALSE
"940",4,8,0.0777081705274558,0,0,0,0,FALSE
"941",4,1,0.0833026976072902,0,0,0,0,FALSE
"942",4,1,0.0777081705274558,0,0,0,0,FALSE
"943",3,4,0.0737537903862863,0,0,0,0,FALSE
"944",4,3,0.0896286811686705,0,0,0,0,FALSE
"945",2,2,0.052749641300444,0,1,0,1,TRUE
"946",5,1,0.117305963192612,0,0,0,0,FALSE
"947",3,1,0.0731049851365687,0,0,0,0,FALSE
"948",3,5,0.0794309686979489,0,0,0,0,FALSE
"949",3,3,0.0708288112030284,0,0,0,0,FALSE
"950",4,3,0.0874127185848694,0,1,0,1,TRUE
"951",4,3,0.0889335946067251,0,0,0,0,FALSE
"952",4,2,0.0993332292260841,0,0,0,0,FALSE
"953",3,1,0.0620191676809519,0,0,0,0,FALSE
"954",2,3,0.052749641300444,0,0,1,1,TRUE
"955",4,2,0.0978120833405058,0,0,0,0,FALSE
"956",4,5,0.0941917854542392,1,0,0,1,TRUE
"957",3,1,0.0794309686979489,0,0,0,0,FALSE
"958",2,2,0.056484183700051,0,0,1,1,TRUE
"959",2,1,0.052749641300444,0,0,0,0,FALSE
"960",2,0,0.0672987126263695,0,0,0,0,FALSE
"961",2,8,0.052749641300444,0,0,0,0,FALSE
"962",2,1,0.052749641300444,0,0,0,0,FALSE
"963",3,1,0.0592550893083436,0,0,0,0,FALSE
"964",2,1,0.052749641300444,0,0,0,0,FALSE
"965",2,1,0.052749641300444,0,0,0,0,FALSE
"966",3,0,0.0579050715777403,0,0,0,0,FALSE
"967",2,1,0.052749641300444,0,1,0,1,TRUE
"968",2,1,0.052749641300444,0,0,0,0,FALSE
"969",2,1,0.052749641300444,0,0,0,0,FALSE
"970",2,1,0.052749641300444,0,0,0,0,FALSE
"971",2,1,0.052749641300444,0,1,1,2,TRUE
